,0,1,2,3,4,5,6,7,8,9,10,11,12,13,Yield,binnedYield
0,0.41653745087717636,-0.5250630188361679,-0.8573476055471217,0.024649685196324947,0.17621994940694588,-0.053287881804433064,-0.02543422989100325,-0.2563112819877087,-0.2209654803350434,0.0304302434185188,0.019149708537362732,0.0019908752233988437,-0.0014926989823901282,7.909529992964101e-16,80.81939923500641,80 to 100
1,0.14787866866507077,-0.9429533293175163,-0.6037588495567116,0.013212685630375328,0.32547308892443494,0.44610166424405473,0.1881308886456087,-0.5969822889262413,0.05734530419554458,0.06701026642608043,0.03272396885400536,0.007258951043329759,4.875515229986751e-05,-2.4450949928687033e-16,79.39997142114548,60 to 80
2,1.3681166392150867,-1.2778677046031839,1.9765434719376385,-1.3444614033725755,-0.44258087771627524,0.15063302285760838,0.20838207214720983,0.20834920311069896,-0.09737287515686219,-0.0057531095787247966,-0.0023594060939901,0.0005655796250578755,-0.03945415018020351,-9.608206617991858e-17,81.89712169080512,80 to 100
3,-5.330377633132608,-1.802684855990471,2.079760127667669,1.1342817824531166,4.3118650575204045,1.827015830066448,0.7686010981659417,-0.6337484835777721,1.954508659324557,-0.6966350644715356,-0.05647680929891317,0.3567936948974216,-0.012299543673572269,3.6128115351806685e-17,38.54893908281999,20 to 40
4,0.30341156759595084,-0.9607018368308702,-1.5461167235528992,0.18598686163034453,-0.4632542654138898,0.49659380456023716,0.22711942114295458,0.014074239507413117,-0.5434623199111821,-0.06856474310825429,-0.064263906266587,0.010288805446121423,0.00587021588962781,-6.162018281626163e-17,32.255604428523476,20 to 40
5,0.6256599380790387,-0.5353486984558126,0.6118762552258695,-0.47907392630310874,0.557705232059393,-0.05539287988561507,-0.04424856768690121,-0.3668751769631887,0.39593038079682397,0.09540927552335157,0.04848999781563901,-0.006920274254488643,0.01979444911148088,3.3286488415252284e-16,68.58322204203168,60 to 80
6,0.4250087761620248,-1.2127738005043431,-0.6013700132424192,-0.20969442202336186,-0.2818599988986975,0.5623385264715098,0.27148405845833645,-0.37849735146142416,-0.618213689320216,0.0023029509797324655,0.02586593699008105,0.019533029738317255,-0.003918079247162685,9.317036621060094e-17,50.32066319785607,40 to 60
7,0.9496098968738732,-1.3845153670416424,1.7272168528117557,-1.084294635105241,-0.05798991710984124,0.4442354272177956,0.2982783139106328,-0.19682494140933326,0.24740255807180364,0.04804945391839236,0.019098742701544533,0.0019397123688957986,-0.03119584934635028,-5.312194626954388e-16,78.75763693329299,60 to 80
8,0.08252794209663948,-0.6873741613312271,-2.680528113637573,0.3402748734676893,-1.0521817576145878,0.5447270072362639,0.06172716711768736,1.673040835459138,0.680762617056728,-0.25504018328879796,0.12020881248812075,-0.020765509981011596,0.01641449019117754,-7.493310501085518e-17,0.0,
9,-4.737449445965051,-0.11640674480416197,1.622086807861577,1.1901893869932956,-0.32599725657142503,-0.0899545989680286,-0.41602253714085957,-0.32661017218796934,0.04298065455317204,0.08613840982857279,0.028312126497180536,-0.10458196924385746,-0.006157033350514493,-1.4453176238033594e-17,40.958247775496176,40 to 60
10,0.7961127780093842,-0.0279532540434463,0.08623748586547644,-0.3595505342183508,0.4518402251242364,-0.46009214774792556,-0.27981812406200274,-0.10512295269408646,0.03591629991109821,0.06093729797486338,0.04365738381057017,-0.010005060468847903,0.034883399642387916,-1.0162853867754052e-16,63.3670220044207,60 to 80
11,0.4278014164259289,-0.2029458946707836,-0.02655644641347785,-0.15506336670410334,0.7842521724288622,-0.18687964128825107,-0.16375712004853313,-0.43965560635870155,0.44081110027372056,0.10774239197628965,0.0525534358199828,-0.010493945157965527,0.02723711884821569,-2.4323759704202907e-17,61.703388338217934,60 to 80
