1.063926775871193997e-01 -1.037766449953422404e-01 -3.375197759746775272e-01 -2.586773044026295376e-01 6.728446309296104433e-01 -1.419470139656641705e-01 5.513334054965978170e-01 1.822634643029788504e-01 -3.401009969083528817e-01 -2.802465632620700364e-01 -3.643056834643689235e-01 -1.489188922991827035e-01 4.727059890036954259e-01 -1.935515282733674680e-01
-7.235352715271270441e-01 -1.037766449953422404e-01 -3.375197759746775272e-01 -4.841501088117305396e-01 6.728446309296104433e-01 -1.419470139656641705e-01 5.513334054965978170e-01 -7.088104544388242889e-01 -3.401009969083528817e-01 -2.802465632620700364e-01 -3.643056834643689235e-01 -3.045668895091270811e-01 -4.217963521311690056e-01 -2.597011188334456544e-01
-2.783493707556846108e-01 1.067662994735655707e-01 -3.375197759746775272e-01 8.570097988599959526e-01 -1.382870420824186430e+00 -1.423213560144613032e-01 -1.868162134454449674e+00 -1.454143767050047886e-01 -7.670785985331183277e-01 2.930771871766907122e+00 2.815857272417381374e+00 -1.541303965178001112e-01 4.586610238813912388e-01 -1.849524401330773227e-01
-4.070180201147885479e-01 -5.248625339331578488e-01 -3.375197759746775272e-01 -3.320449999352825116e-02 6.728446309296104433e-01 -1.419470139656641705e-01 5.513334054965978170e-01 -3.596491061587538951e-01 -3.867142721948992889e-01 -2.802465632620700364e-01 -3.643056834643689235e-01 -2.886313401786405053e-01 -2.139730596974987187e-01 -2.580382620398313787e-01
1.636261002611136606e+00 -1.132068385781486164e+00 7.179229817370651467e-01 3.573946570403295997e+00 -1.382870420824186430e+00 nan -6.705118421786810945e-01 1.354305443573561751e+00 2.012191327151926945e+00 -5.245631833186227277e-01 -1.627105674021362414e-01 -2.604330893946874559e-01 2.068388656925723712e-02 -2.587464051073936067e-01
-7.592202228267583841e-01 -1.037766449953422404e-01 -3.375197759746775272e-01 -3.320449999352825116e-02 6.728446309296104433e-01 -1.419470139656641705e-01 5.513334054965978170e-01 -7.471245387260323501e-01 -3.401009969083528817e-01 -2.802465632620700364e-01 -3.643056834643689235e-01 -3.112593875823032041e-01 -5.442533035086771775e-01 -2.625453957615166978e-01
4.137384939079877810e+00 -1.132068385781486164e+00 7.179229817370651467e-01 3.573946570403295997e+00 -1.382870420824186430e+00 nan -6.705118421786810945e-01 4.039702784037545236e+00 2.012191327151926945e+00 -5.245631833186227277e-01 -1.627105674021362414e-01 -1.708505520850739923e-01 4.107030809184086806e-01 -2.420365985097428230e-01
-3.379503030096336208e-02 -1.148069649561123118e+00 7.179229817370651467e-01 6.430690831816968656e-01 -1.382870420824186430e+00 nan -6.705118421786810945e-01 -4.359594500690941454e-01 1.998020891464816984e+00 -5.245631833186227277e-01 -1.627105674021362414e-01 -3.205345166040449167e-01 -7.881862719812137152e-01 -2.699985236089109675e-01
-7.881270619734453975e-01 2.633281633100459374e+00 -3.375197759746775272e-01 -9.350957176299330431e-01 6.728446309296104433e-01 -1.419461924395878094e-01 5.513334054965978170e-01 -8.387690511386917125e-01 -3.711470754580095677e-02 -2.802465632620700364e-01 -3.643056834643689235e-01 3.060168945227846327e-01 1.084378346585053610e+00 4.095965266817459538e-01
-3.043174002318919658e-01 -1.037766449953422404e-01 -3.375197759746775272e-01 -2.586773044026295376e-01 6.728446309296104433e-01 -1.419470139656641705e-01 5.513334054965978170e-01 -2.587061872186115496e-01 -3.401009969083528817e-01 -2.802465632620700364e-01 -3.643056834643689235e-01 -2.259450981459623087e-01 2.085530019814375302e-01 -2.262872657739797289e-01
-3.478250356575940949e-01 -5.248625339331578488e-01 7.179229817370651467e-01 2.010895346440308096e+00 -1.382870420824186430e+00 nan -6.705118421786810945e-01 -4.359594500690941454e-01 3.124848571032973754e-01 -4.547584347310362207e-01 -1.627105674021362414e-01 -2.953980301424914967e-01 -2.918483430255571776e-01 -2.601697715418731516e-01
1.186111738810716298e+00 -1.135437072892990562e+00 -3.375197759746775272e-01 -4.841501088117305396e-01 6.728446309296104433e-01 -1.419470139656641705e-01 5.513334054965978170e-01 1.364376690725015440e+00 -4.543035213603916489e-01 -2.802465632620700364e-01 -3.643056834643689235e-01 -2.605027353422385006e-01 2.022218200095649010e-02 -2.588042625812732034e-01
