,TotalT,Temp,LSR,CA,Size,Mass,Moisture,IsoT,HeatT,Ramp,F_A,F_Gal,F_Glu,F_X,F_M,F_R,A,Gal,Glu,X,M,R,Furf,HMF,Source,Yield
201,67.70508538182037,115.0,8.0,0.3059039461609055,8.0,16.67,20.0,56.45508538182036,11.25,8.0,,,,18.863636363636367,,,,,,18.7083720557752,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7934152968232373
202,76.488173281608,115.0,8.0,0.3059039461609055,8.0,16.67,20.0,65.238173281608,11.25,8.0,,,,18.863636363636367,,,,,,19.130451949096802,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.8113155525400089
203,89.099614762143,115.0,8.0,0.3059039461609055,8.0,16.67,20.0,77.849614762143,11.25,8.0,,,,18.863636363636367,,,,,,19.1319269714922,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.811378107706657
204,100.7623486565562,115.0,8.0,0.3059039461609055,8.0,16.67,20.0,89.5123486565562,11.25,8.0,,,,18.863636363636367,,,,,,18.712238402357,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7935792671842967
205,114.3219390026088,115.0,8.0,0.3059039461609055,8.0,16.67,20.0,103.0719390026088,11.25,8.0,,,,18.863636363636367,,,,,,19.1699646702337,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.8129912727617182
206,129.9946106741706,115.0,8.0,0.3059039461609055,8.0,16.67,20.0,118.74461067417059,11.25,8.0,,,,18.863636363636367,,,,,,18.926183696160198,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.8026526097648662
207,143.5628611895904,115.0,8.0,0.3059039461609055,8.0,16.67,20.0,132.3128611895904,11.25,8.0,,,,18.863636363636367,,,,,,18.8400513277995,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7989997671548703
208,160.00489113328982,115.0,8.0,0.3059039461609055,8.0,16.67,20.0,148.75489113328982,11.25,8.0,,,,18.863636363636367,,,,,,18.280570863465396,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7752724028843155
209,174.90066180455582,115.0,8.0,0.3059039461609055,8.0,16.67,20.0,163.65066180455582,11.25,8.0,,,,18.863636363636367,,,,,,18.8261727079884,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7984111799050501
210,188.0917759120644,115.0,8.0,0.3059039461609055,8.0,16.67,20.0,176.8417759120644,11.25,8.0,,,,18.863636363636367,,,,,,18.424206756422,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7813639491880172
211,203.0059843632726,115.0,8.0,0.3059039461609055,8.0,16.67,20.0,191.7559843632726,11.25,8.0,,,,18.863636363636367,,,,,,17.8119160205683,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7553969203903664
212,217.1547455865726,115.0,8.0,0.3059039461609055,8.0,16.67,20.0,205.9047455865726,11.25,8.0,,,,18.863636363636367,,,,,,17.2697111973196,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.732402209814036
213,11.25,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,0.0,11.25,8.0,,,,18.863636363636367,,,,,,5.902575590452679,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.2503260973300413
214,16.52740189445195,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,5.277401894451948,11.25,8.0,,,,18.863636363636367,,,,,,11.0244732263676,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.46754392478089096
215,23.022665764546623,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,11.772665764546618,11.25,8.0,,,,18.863636363636367,,,,,,14.855532686687601,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.6300177717727753
216,29.923883626522258,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,18.67388362652226,11.25,8.0,,,,18.863636363636367,,,,,,16.891579581765,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7163657846724434
217,34.5923545331529,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,23.3423545331529,11.25,8.0,,,,18.863636363636367,,,,,,17.9195233167691,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.759960506928039
218,43.523342354533135,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,32.273342354533135,11.25,8.0,,,,18.863636363636367,,,,,,18.382188057902397,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7795819513712823
219,54.07814614343706,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,42.82814614343706,11.25,8.0,,,,18.863636363636367,,,,,,18.4816092607543,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.783798368648857
220,65.0389039242219,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,53.7889039242219,11.25,8.0,,,,18.863636363636367,,,,,,18.722152352145102,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7939997142114549
221,81.4800405953988,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,70.23004059539879,11.25,8.0,,,,18.863636363636367,,,,,,18.96195858587,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.8041698099067759
222,93.0497293640052,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,81.7997293640052,11.25,8.0,,,,18.863636363636367,,,,,,18.9402349302373,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.8032485175233167
223,110.0997970230036,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,98.8497970230036,11.25,8.0,,,,18.863636363636367,,,,,,18.837102148031,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7988746935068568
224,125.3230717185384,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,114.0730717185384,11.25,8.0,,,,18.863636363636367,,,,,,18.8148872539543,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7979325678785437
225,140.749323410013,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,129.499323410013,11.25,8.0,,,,18.863636363636367,,,,,,18.490124060449602,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7841594782262963
226,155.566644113667,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,144.316644113667,11.25,8.0,,,,18.863636363636367,,,,,,18.2461150089264,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7738111425472399
227,170.5869418132608,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,159.3369418132608,11.25,8.0,,,,18.863636363636367,,,,,,18.3449358092357,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7780020969699959
228,185.20128552097373,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,173.95128552097378,11.25,8.0,,,,18.863636363636367,,,,,,18.020281779829602,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7642336369277132
229,200.2215832205682,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,188.9715832205682,11.25,8.0,,,,18.863636363636367,,,,,,17.7964135045087,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7547394642875977
230,216.45974289580502,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,205.20974289580502,11.25,8.0,,,,18.863636363636367,,,,,,17.2093562729557,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7298425792867959
231,232.291948579161,115.0,8.0,0.4078719282145407,8.0,16.67,20.0,221.041948579161,11.25,8.0,,,,18.863636363636367,,,,,,16.763530094040302,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7109352521809862
232,12.5,125.0,8.0,0.10196798205363516,8.0,16.67,20.0,0.0,12.5,8.0,,,,18.863636363636367,,,,,,4.70752089136489,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.19964425948920977
233,15.615921071992126,125.0,8.0,0.10196798205363516,8.0,16.67,20.0,3.1159210719921235,12.5,8.0,,,,18.863636363636367,,,,,,6.5793871866295195,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.27902943249320367
234,19.2089821453034,125.0,8.0,0.10196798205363516,8.0,16.67,20.0,6.708982145303401,12.5,8.0,,,,18.863636363636367,,,,,,7.94986072423397,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.3371507198711274
235,24.6580386724913,125.0,8.0,0.10196798205363516,8.0,16.67,20.0,12.1580386724913,12.5,8.0,,,,18.863636363636367,,,,,,10.3732590529247,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.43992616706379445
236,28.96630236794168,125.0,8.0,0.10196798205363516,8.0,16.67,20.0,16.46630236794168,12.5,8.0,,,,18.863636363636367,,,,,,12.111420612813301,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.5136409705675038
237,35.31220349990612,125.0,8.0,0.10196798205363516,8.0,16.67,20.0,22.812203499906122,12.5,8.0,,,,18.863636363636367,,,,,,13.9164345403899,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.5901909588213547
238,40.792311673287976,125.0,8.0,0.10196798205363516,8.0,16.67,20.0,28.29231167328798,12.5,8.0,,,,18.863636363636367,,,,,,15.4874651810584,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.6568178004497056
239,47.16195818175362,125.0,8.0,0.10196798205363516,8.0,16.67,20.0,34.66195818175362,12.5,8.0,,,,18.863636363636367,,,,,,16.6406685236768,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7057247373896667
240,54.41018362076402,125.0,8.0,0.10196798205363516,8.0,16.67,20.0,41.91018362076402,12.5,8.0,,,,18.863636363636367,,,,,,17.6768802228412,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7496701010168797
241,61.9760288394701,125.0,8.0,0.10196798205363516,8.0,16.67,20.0,49.4760288394701,12.5,8.0,,,,18.863636363636367,,,,,,17.9944289693593,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7631372285800571
242,68.958996098249,125.0,8.0,0.10196798205363516,8.0,16.67,20.0,56.458996098248996,12.5,8.0,,,,18.863636363636367,,,,,,18.3119777158774,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.7766043561432343
243,82.64871303103641,125.0,8.0,0.10196798205363516,8.0,16.67,20.0,70.14871303103641,12.5,8.0,,,,18.863636363636367,,,,,,18.5292479108635,,,,,Generation of xylose solutions from Eucalyptus globulus wood.xlsx,0.785818706581199
