,Pred,Test
667,80.3459192450872,80.32485175233168
668,64.14252391143191,65.24137931034484
669,75.60707760405998,75.94939094952805
670,74.49884748930758,76.3137228580057
671,76.41962444758934,72.95239514797
672,34.81311887176783,34.93497604380563
673,30.160364897623843,24.829104426272327
674,67.42814507735818,73.14241776675277
675,6.696247022727258,12.9
676,72.08124626629774,68.77166093222257
677,10.330520633507883,6.950900787401575
678,57.55398958552118,68.27586206896552
679,15.960648801435024,14.726746987951806
680,0.08534671540816419,0.0
681,72.68419116943639,77.90964913394356
682,79.69731600183755,95.08045977011496
683,58.43292121133637,1.2383614457831325
684,76.7014857513978,77.70373494345333
685,8.964576294450515,0.33079518072289155
686,71.64692600094125,72.67624923285629
687,61.42045917436209,50.57471264367817
688,31.232801551676644,24.427951807228915
689,77.19001961859546,79.07291960564902
690,25.53409513101731,40.68181818181817
691,72.31744462776012,79.74947207163706
692,73.59055569833816,66.12635410607778
693,8.12194372731261,0.0
694,63.299385782370614,60.6896551724138
695,59.44290592857091,63.37681742071891
696,76.93321442818083,79.34152968232374
697,62.66979366687252,65.11804223748888
698,34.56499540271433,34.21218343600274
699,64.72776417462491,62.71264367816094
700,74.94253684801004,74.29052565001314
701,78.19018522586741,78.76540469194563
702,69.42021446547119,65.24137931034484
703,74.17724417322094,58.795103315147635
704,69.33355750798493,78.22747256435173
705,70.13868841398718,78.89772659783031
706,33.52227609823525,40.23614457831325
707,77.62730430033633,77.58803578926951
708,66.78817495168371,60.65034621565219
709,79.48349842752987,79.35792671842967
710,73.39366879949615,67.42561551394283
711,64.42307762777631,63.21839080459771
712,6.198065176770342,5.6000000000000005
713,58.92264354641971,71.31034482758622
714,70.77064389357567,72.32183908045978
715,0.052094061203991515,0.0
716,74.92103088118631,73.6537523780943
717,2.3755330384933906,0.0
718,79.45408233790309,78.79125413370967
719,26.154904091585482,14.500355180743034
720,19.932343628891335,22.086614173228348
721,72.30203209223747,70.57247373896668
722,68.56040594403362,72.82758620689657
723,22.313308896795828,25.681818181818176
724,54.649598615097005,33.71507198711274
725,34.95548821538672,30.11635865845312
726,34.428727843651586,34.93497604380563
727,3.022646126977868,6.7
728,76.89827017654017,80.71843772092639
729,20.037794781621955,14.313253012048195
730,68.90941215926225,77.73456722557987
731,64.07684682499472,61.02607888736968
732,72.01413771815083,76.57948125483993
733,74.1425702332811,69.49156605682826
734,36.110450741342504,56.62429003442415
735,64.74307972581136,66.75862068965519
736,33.94258358283113,33.73032169746745
737,75.19599554523049,73.24022098140361
738,50.44031822385812,49.15862068965519
739,67.97486247163032,66.56732008520169
740,21.33819657742424,21.13636363636364
741,83.88365947230693,94.57471264367818
742,19.27562279454264,5.894939759036144
743,67.61452483402772,66.75862068965519
744,67.73828378459896,64.73563218390804
745,51.139679854855814,3.380048192771084
746,24.95908959404763,11.787385501765304
747,71.15526843685808,64.67265060005825
748,34.236038939874604,24.845506662488898
749,68.64722798852675,68.78160919540231
750,21.932182104782843,0.14655593551538834
751,60.87675611573142,31.69279446792656
752,20.92243801957256,19.68734733756717
753,38.56375612361656,30.576389260179287
754,55.150907441624774,55.63218390804599
755,37.90206973685065,39.030800821355186
756,80.0750900932464,82.39646510918598
757,78.99158955383672,81.98472165686306
758,4.876537830958025,2.8372048192771078
759,8.462371163333149,21.533325712619764
760,22.129886825078913,0.9701204819277108
761,13.242249709155573,3.1425542168674694
762,77.32579739222425,78.30909866443542
763,74.10361291280974,73.69854364539273
764,40.68947396817134,29.244947415702853
765,34.69118891138716,36.13963039014374
766,9.708934286633081,5.927051671732523
767,34.446518017374814,5.301204819277109
768,77.81664966320037,74.91364586988139
769,75.48814972773418,75.89259661487552
770,8.1750334177273,0.0
771,69.4256923126481,63.18792489158572
772,80.08730894416834,80.18604890795795
773,79.52170059635131,80.14408226611674
774,61.297182026144725,61.195402298850595
775,4.583482901808306,0.0
776,60.50924620115419,71.97006539856359
777,77.77878301923691,79.84111799050501
778,68.7137029582617,71.25465684303745
779,71.14128735259071,74.42814602279834
780,21.703220254360712,1.217156626506024
781,80.65259324970864,84.45977011494256
782,75.55460500613628,78.58187065811991
783,78.71034392750045,78.84570207750507
